timestamp,open,high,low,close,volume,trades,return,log_return,cumulative_return,sharpe_ratio,cum_max,drawdown,turnover
2025-06-06 00:00:00+00:00,0.000325386162801673,0.000348467135136079,0.000271685896127701,0.00034259347077428,24683.998610977993,50,-0.023330484282298558,-0.023606948526288078,-0.023330484282298558,-4.6250341220166264,0.00035077727446272,-0.023330484282298558,72050405.85038239
2025-06-05 23:30:00+00:00,0.000311082544732362,0.00031516888549437,0.000238152288788428,0.00031516888549437,21329.752410482153,74,-0.08004993562174123,-0.08343588826186557,-0.1015128161392177,-4.6250341220166264,0.00035077727446272,-0.1015128161392177,67677214.95421278
2025-06-05 23:00:00+00:00,0.000281374176435241,0.00029037536866292,0.000207004766906932,0.00027890012271173,22777.76441304449,82,-0.11507723145242998,-0.12225490496009624,-0.20490823375340694,-4.6250341220166264,0.00035077727446272,-0.20490823375340694,81669969.1329555
2025-06-05 22:30:00+00:00,0.0002683299526661,0.00029823830573833,0.000166988547645627,0.0002683299526661,27407.338268096006,78,-0.03789948151638234,-0.03863634470682338,-0.23504179945209747,-4.6250341220166264,0.00035077727446272,-0.23504179945209747,102140435.66802509
2025-06-05 22:00:00+00:00,0.000183686195098235,0.00030010512590341,0.000183686195098235,0.00019494770754036,23640.187419240323,68,-0.27347765091679577,-0.3194860337702131,-0.44424077118747696,-4.6250341220166264,0.00035077727446272,-0.44424077118747696,121264249.35951658
2025-06-05 21:30:00+00:00,0.000269218237214099,0.00029107465755348,0.00017959503417657,0.00025594293840041,7753.849596807211,10,0.3128799596036398,0.2722231666199641,-0.2703548461272648,-4.6250341220166264,0.00035077727446272,-0.2703548461272648,30295227.69906118
2025-06-05 21:00:00+00:00,0.00018444929086788,0.00022138890678776,0.000158285794220205,0.00018444929086788,9465.409186292474,17,-0.27933432342126885,-0.3275799433020862,-0.4741697815219129,-4.6250341220166264,0.00035077727446272,-0.4741697815219129,51317135.14188837
2025-06-05 20:30:00+00:00,0.00020859751036101,0.000237094952736459,0.00016714271639379,0.00020859751036101,13615.487405552474,30,0.13092064154601313,0.12303202804620746,-0.40532775197448145,-4.6250341220166264,0.00035077727446272,-0.40532775197448156,65271571.947281554
2025-06-05 20:00:00+00:00,0.000219494562479488,0.00021966761256511,0.00013627431317647,0.00021966761256511,5796.570064076568,23,0.053069196199616586,0.0517089443827575,-0.3737689737695482,-4.6250341220166264,0.00035077727446272,-0.3737689737695482,26387913.97779885
2025-06-05 19:30:00+00:00,0.00013645436286318,0.0001526221777433,0.00011489537889303,0.00013645436286318,10799.302383966266,25,-0.37881437654932126,-0.476125331164919,-0.6109942895468785,-4.6250341220166264,0.00035077727446272,-0.6109942895468785,79142228.63503826
2025-06-05 19:00:00+00:00,0.00014565154611014,0.000229472875978886,0.00012488756923652,0.00013391045205857,25293.616774593866,51,-0.018642942235278626,-0.018818912382374764,-0.6182465005360496,-4.6250341220166264,0.00035077727446272,-0.6182465005360496,188884559.68717736
2025-06-05 18:30:00+00:00,0.000139707895502748,0.00024322807780934,0.00012773109470593,0.00015225739600607,204774.23937905853,37,0.137009050940067,0.12840117510616747,-0.5659428158814443,-4.6250341220166264,0.00035077727446272,-0.5659428158814443,1344921460.3072212
